bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34
pg44841-6,0.0285,0.2255,0.1040,0.1032,0.0170,0.0175,0.0335,0.0773,0.0441,0.0001,0.0022,0.0113,0.0173,0.1244,-0.0937,0.0550,0.6216,0.1622,0.2162,0.8039,-0.0821,-0.4528,-0.0091,-0.0080,-0.0048,-0.0034,-0.0033,0.0084,0.0033,0.0097,0.0139,-0.0067,0.3968,0.4474,0.0000
pg44841-5,0.0256,0.2422,0.1341,0.0992,0.0164,0.0199,0.0351,0.0745,0.0442,0.0002,0.0029,0.0079,0.0136,0.1206,-0.0755,0.0574,0.5405,0.0811,0.3784,0.7816,-0.0821,-0.4528,-0.0091,-0.0080,-0.0048,-0.0034,-0.0033,0.0084,0.0033,0.0097,0.0139,-0.0067,0.4397,0.5263,0.0000
pg44841-4,0.0263,0.2792,0.1124,0.0964,0.0175,0.0192,0.0369,0.0702,0.0462,0.0000,0.0028,0.0064,0.0142,0.1163,-0.0986,0.0535,0.6216,0.0811,0.2973,0.8050,-0.0821,-0.4528,-0.0091,-0.0080,-0.0048,-0.0034,-0.0033,0.0084,0.0033,0.0097,0.0139,-0.0067,0.3832,0.4474,0.0000
pg44841-3,0.0292,0.2274,0.0807,0.0875,0.0154,0.0191,0.0335,0.0686,0.0506,0.0002,0.0019,0.0072,0.0120,0.1114,-0.1090,0.0605,0.5135,0.1081,0.3784,0.7761,-0.0821,-0.4528,-0.0091,-0.0080,-0.0048,-0.0034,-0.0033,0.0084,0.0033,0.0097,0.0139,-0.0067,0.4155,0.4737,0.0000
pg2057-7,0.0127,0.2045,0.0125,0.0641,0.0156,0.0264,0.0375,0.0731,0.0455,0.0011,0.0040,0.0049,0.0060,0.1206,-0.0378,0.0139,0.4286,0.1429,0.4286,0.7707,-0.0889,-0.1014,-0.0098,-0.0015,0.0110,-0.0097,-0.0083,-0.0026,0.0019,0.0000,0.0051,0.0137,0.1137,0.1842,0.0000
pg44841-2,0.0320,0.3300,0.0773,0.0712,0.0194,0.0210,0.0363,0.0635,0.0508,0.0002,0.0015,0.0050,0.0129,0.1065,-0.1101,0.0550,0.4054,0.2432,0.3514,0.7455,-0.0821,-0.4528,-0.0091,-0.0080,-0.0048,-0.0034,-0.0033,0.0084,0.0033,0.0097,0.0139,-0.0067,0.3854,0.3684,0.0000
pg17938-1,0.0244,0.1986,0.2507,0.0804,0.0233,0.0244,0.0373,0.0596,0.0468,0.0007,0.0024,0.0213,0.0051,0.1213,-0.0513,0.0430,0.4688,0.1875,0.3438,0.7832,-0.0683,-0.3397,0.0097,-0.0049,-0.0078,-0.0025,-0.0019,0.0151,0.0093,-0.0009,-0.0094,-0.0068,0.2689,0.3421,0.0000
pg2057-6,0.0140,0.2407,0.0060,0.0643,0.0188,0.0270,0.0325,0.0649,0.0471,0.0006,0.0047,0.0087,0.0099,0.1114,-0.0707,0.0175,0.6571,0.1143,0.2286,0.7803,-0.0889,-0.1014,-0.0098,-0.0015,0.0110,-0.0097,-0.0083,-0.0026,0.0019,0.0000,0.0051,0.0137,0.1226,0.2368,0.0000
pg27549-9,0.0173,0.2004,0.1226,0.0790,0.0275,0.0270,0.0265,0.0573,0.0455,0.0016,0.0049,0.0083,0.0083,0.0985,-0.0419,0.0319,0.3333,0.1667,0.5000,0.6315,-0.0821,-0.0528,-0.0058,-0.0083,0.0044,0.0059,0.0009,0.0111,0.0120,-0.0078,-0.0115,-0.0008,0.2845,0.2105,0.0000
pg44841-1,0.0281,0.1922,0.1676,0.0843,0.0177,0.0218,0.0350,0.0708,0.0496,0.0003,0.0032,0.0106,0.0130,0.1199,-0.1014,0.0613,0.4054,0.2162,0.3784,0.7721,-0.0821,-0.4528,-0.0091,-0.0080,-0.0048,-0.0034,-0.0033,0.0084,0.0033,0.0097,0.0139,-0.0067,0.4492,0.4474,0.0000
pg17938-2,0.0262,0.2550,0.1991,0.0911,0.0234,0.0254,0.0389,0.0590,0.0525,0.0003,0.0024,0.0207,0.0046,0.1213,-0.0788,0.0452,0.4375,0.2188,0.3438,0.7943,-0.0683,-0.3397,0.0097,-0.0049,-0.0078,-0.0025,-0.0019,0.0151,0.0093,-0.0009,-0.0094,-0.0068,0.2852,0.3684,0.0000
pg27549-8,0.0229,0.3027,0.0899,0.0760,0.0208,0.0264,0.0251,0.0628,0.0488,0.0009,0.0010,0.0109,0.0065,0.1007,-0.0712,0.0484,0.5517,0.2414,0.2069,0.6830,-0.0821,-0.0528,-0.0058,-0.0083,0.0044,0.0059,0.0009,0.0111,0.0120,-0.0078,-0.0115,-0.0008,0.3890,0.3947,0.0000
pg17938-3,0.0301,0.2431,0.2191,0.0942,0.0222,0.0263,0.0358,0.0589,0.0531,0.0007,0.0028,0.0195,0.0048,0.1177,-0.0891,0.0570,0.6250,0.1563,0.2188,0.7969,-0.0683,-0.3397,0.0097,-0.0049,-0.0078,-0.0025,-0.0019,0.0151,0.0093,-0.0009,-0.0094,-0.0068,0.3183,0.2632,0.0000
pg2057-8,0.0108,0.2879,0.1475,0.0633,0.0215,0.0253,0.0403,0.0608,0.0511,0.0001,0.0029,0.0050,0.0062,0.1090,-0.0625,0.0085,0.2571,0.2286,0.5143,0.7699,-0.0889,-0.1014,-0.0098,-0.0015,0.0110,-0.0097,-0.0083,-0.0026,0.0019,0.0000,0.0051,0.0137,0.0709,0.2105,0.0000
pg27549-7,0.0221,0.1075,0.2233,0.0932,0.0268,0.0272,0.0245,0.0626,0.0451,0.0008,0.0035,0.0080,0.0080,0.0994,-0.0626,0.0453,0.4667,0.1333,0.4000,0.6846,-0.0821,-0.0528,-0.0058,-0.0083,0.0044,0.0059,0.0009,0.0111,0.0120,-0.0078,-0.0115,-0.0008,0.3908,0.2632,0.0000
pg17938-4,0.0288,0.1952,0.2088,0.1011,0.0244,0.0241,0.0360,0.0533,0.0578,0.0004,0.0026,0.0137,0.0047,0.1060,-0.1010,0.0481,0.6250,0.1250,0.2500,0.8272,-0.0683,-0.3397,0.0097,-0.0049,-0.0078,-0.0025,-0.0019,0.0151,0.0093,-0.0009,-0.0094,-0.0068,0.2701,0.3684,0.0000
pg27549-6,0.0182,0.0795,0.2411,0.0882,0.0325,0.0277,0.0326,0.0614,0.0401,0.0006,0.0050,0.0104,0.0064,0.1100,-0.0149,0.0343,0.3667,0.3667,0.2667,0.6664,-0.0821,-0.0528,-0.0058,-0.0083,0.0044,0.0059,0.0009,0.0111,0.0120,-0.0078,-0.0115,-0.0008,0.3264,0.2105,0.0000
pg15430-10,0.0186,0.2625,0.0605,0.1000,0.0261,0.0191,0.0256,0.0557,0.0415,0.0001,0.0039,0.0072,0.0035,0.0925,-0.0114,0.0410,0.2222,0.2593,0.5185,0.6659,-0.0821,-0.1441,0.0147,-0.0018,-0.0021,0.0130,0.0009,-0.0024,-0.0065,-0.0099,-0.0070,0.0012,0.4105,0.3684,0.0000
pg17938-5,0.0251,0.1519,0.3094,0.0966,0.0272,0.0268,0.0385,0.0522,0.0519,0.0003,0.0039,0.0111,0.0029,0.1060,-0.0692,0.0333,0.5313,0.0938,0.3750,0.8138,-0.0683,-0.3397,0.0097,-0.0049,-0.0078,-0.0025,-0.0019,0.0151,0.0093,-0.0009,-0.0094,-0.0068,0.2014,0.2895,0.0000
pg27549-5,0.0204,0.1708,0.1950,0.0863,0.0296,0.0281,0.0292,0.0560,0.0433,0.0005,0.0041,0.0085,0.0049,0.0983,-0.0257,0.0394,0.3333,0.1667,0.5000,0.6496,-0.0821,-0.0528,-0.0058,-0.0083,0.0044,0.0059,0.0009,0.0111,0.0120,-0.0078,-0.0115,-0.0008,0.3840,0.2105,0.0000
pg17938-6,0.0186,0.1539,0.1755,0.0987,0.0215,0.0243,0.0454,0.0499,0.0478,0.0004,0.0020,0.0128,0.0022,0.1105,-0.0438,0.0201,0.2813,0.3125,0.4063,0.8011,-0.0683,-0.3397,0.0097,-0.0049,-0.0078,-0.0025,-0.0019,0.0151,0.0093,-0.0009,-0.0094,-0.0068,0.1285,0.2368,0.0000
pg27549-4,0.0199,0.1190,0.2414,0.0852,0.0308,0.0259,0.0297,0.0585,0.0436,0.0007,0.0038,0.0104,0.0060,0.1031,-0.0277,0.0339,0.4667,0.1333,0.4000,0.6600,-0.0821,-0.0528,-0.0058,-0.0083,0.0044,0.0059,0.0009,0.0111,0.0120,-0.0078,-0.0115,-0.0008,0.3300,0.2105,0.0000
pg17938-7,0.0310,0.2032,0.2412,0.1087,0.0281,0.0228,0.0326,0.0528,0.0562,0.0001,0.0022,0.0146,0.0037,0.1023,-0.0966,0.0493,0.5625,0.1250,0.3125,0.8128,-0.0683,-0.3397,0.0097,-0.0049,-0.0078,-0.0025,-0.0019,0.0151,0.0093,-0.0009,-0.0094,-0.0068,0.2716,0.2632,0.0000
pg27549-3,0.0235,0.2185,0.1111,0.0824,0.0256,0.0266,0.0307,0.0622,0.0450,0.0010,0.0024,0.0071,0.0052,0.1034,-0.0501,0.0420,0.2414,0.1724,0.5862,0.6428,-0.0821,-0.0528,-0.0058,-0.0083,0.0044,0.0059,0.0009,0.0111,0.0120,-0.0078,-0.0115,-0.0008,0.3667,0.2368,0.0000
pg17938-8,0.0230,0.1281,0.1829,0.1038,0.0203,0.0246,0.0390,0.0477,0.0553,0.0003,0.0021,0.0138,0.0040,0.1029,-0.0950,0.0374,0.5000,0.2188,0.2813,0.8179,-0.0683,-0.3397,0.0097,-0.0049,-0.0078,-0.0025,-0.0019,0.0151,0.0093,-0.0009,-0.0094,-0.0068,0.1909,0.3158,0.0000
pg27549-2,0.0233,0.2043,0.1619,0.0787,0.0226,0.0261,0.0302,0.0555,0.0473,0.0009,0.0012,0.0089,0.0063,0.0967,-0.0652,0.0373,0.5667,0.1000,0.3333,0.6779,-0.0821,-0.0528,-0.0058,-0.0083,0.0044,0.0059,0.0009,0.0111,0.0120,-0.0078,-0.0115,-0.0008,0.3081,0.2105,0.0000
pg35146-2,0.0171,0.2306,0.2818,0.0740,0.0314,0.0216,0.0335,0.0717,0.0469,0.0002,0.0034,0.0146,0.0055,0.1234,-0.0518,0.0442,0.0909,0.2727,0.6364,0.7296,-0.0752,-0.4041,-0.0106,-0.0032,-0.0057,0.0119,0.0063,0.0023,-0.0011,-0.0115,0.0111,0.0005,0.3241,0.2895,0.0000
pg17938-9,0.0282,0.2295,0.2114,0.0903,0.0256,0.0252,0.0360,0.0509,0.0525,0.0004,0.0039,0.0142,0.0043,0.1054,-0.0793,0.0484,0.5938,0.1875,0.2188,0.7860,-0.0683,-0.3397,0.0097,-0.0049,-0.0078,-0.0025,-0.0019,0.0151,0.0093,-0.0009,-0.0094,-0.0068,0.2948,0.3421,0.0000
pg27549-1,0.0220,0.1907,0.1889,0.0837,0.0259,0.0292,0.0301,0.0630,0.0454,0.0003,0.0013,0.0115,0.0055,0.1062,-0.0535,0.0391,0.3793,0.2414,0.3793,0.6692,-0.0821,-0.0528,-0.0058,-0.0083,0.0044,0.0059,0.0009,0.0111,0.0120,-0.0078,-0.0115,-0.0008,0.3455,0.2632,0.0000
pg35146-1,0.0156,0.3963,0.1190,0.0580,0.0235,0.0206,0.0316,0.0705,0.0421,0.0002,0.0032,0.0184,0.0068,0.1239,-0.0238,0.0442,0.3333,0.2121,0.4545,0.6928,-0.0752,-0.4041,-0.0106,-0.0032,-0.0057,0.0119,0.0063,0.0023,-0.0011,-0.0115,0.0111,0.0005,0.3614,0.2895,0.0000
pg44841-9,0.0243,0.3421,0.0390,0.0779,0.0165,0.0233,0.0338,0.0774,0.0447,0.0001,0.0014,0.0071,0.0123,0.1198,-0.0709,0.0422,0.3514,0.1351,0.5135,0.7552,-0.0821,-0.4528,-0.0091,-0.0080,-0.0048,-0.0034,-0.0033,0.0084,0.0033,0.0097,0.0139,-0.0067,0.3347,0.3684,0.0000
pg44841-8,0.0306,0.2938,0.0529,0.0950,0.0146,0.0196,0.0327,0.0738,0.0494,0.0001,0.0033,0.0069,0.0148,0.1168,-0.1045,0.0635,0.4595,0.0811,0.4595,0.8063,-0.0821,-0.4528,-0.0091,-0.0080,-0.0048,-0.0034,-0.0033,0.0084,0.0033,0.0097,0.0139,-0.0067,0.4475,0.3947,0.0000
pg44841-7,0.0295,0.1750,0.1400,0.1026,0.0174,0.0187,0.0321,0.0742,0.0447,0.0004,0.0027,0.0079,0.0220,0.1173,-0.1067,0.0568,0.3784,0.1892,0.4324,0.8403,-0.0821,-0.4528,-0.0091,-0.0080,-0.0048,-0.0034,-0.0033,0.0084,0.0033,0.0097,0.0139,-0.0067,0.4012,0.3947,0.0000
pg22883-3,0.0170,0.2448,0.2024,0.0886,0.0270,0.0244,0.0377,0.0648,0.0390,0.0004,0.0094,0.0105,0.0068,0.1228,0.0084,0.0377,0.2692,0.3077,0.4231,0.7358,-0.0454,-0.2358,-0.0050,-0.0031,0.0142,0.0038,-0.0026,-0.0080,0.0006,-0.0050,-0.0072,0.0123,0.3929,0.2895,0.0000
pg22883-4,0.0179,0.2862,0.1471,0.1016,0.0221,0.0223,0.0383,0.0689,0.0360,0.0005,0.0122,0.0104,0.0062,0.1303,0.0446,0.0403,0.3077,0.1538,0.5385,0.7230,-0.0454,-0.2358,-0.0050,-0.0031,0.0142,0.0038,-0.0026,-0.0080,0.0006,-0.0050,-0.0072,0.0123,0.4393,0.3421,0.0000
pg22883-1,0.0149,0.1988,0.3333,0.0695,0.0286,0.0244,0.0413,0.0602,0.0366,0.0001,0.0093,0.0153,0.0042,0.1262,0.0436,0.0241,0.3846,0.2692,0.3462,0.7036,-0.0454,-0.2358,-0.0050,-0.0031,0.0142,0.0038,-0.0026,-0.0080,0.0006,-0.0050,-0.0072,0.0123,0.2705,0.3158,0.0000
pg22883-2,0.0163,0.2782,0.2112,0.0890,0.0289,0.0205,0.0395,0.0627,0.0397,0.0002,0.0100,0.0114,0.0083,0.1238,-0.0017,0.0352,0.3077,0.2308,0.4615,0.7235,-0.0454,-0.2358,-0.0050,-0.0031,0.0142,0.0038,-0.0026,-0.0080,0.0006,-0.0050,-0.0072,0.0123,0.3498,0.3684,0.0000
pg22883-7,0.0153,0.2374,0.1988,0.0955,0.0237,0.0197,0.0429,0.0638,0.0428,0.0001,0.0071,0.0074,0.0056,0.1213,-0.0113,0.0351,0.1923,0.2692,0.5385,0.7457,-0.0454,-0.2358,-0.0050,-0.0031,0.0142,0.0038,-0.0026,-0.0080,0.0006,-0.0050,-0.0072,0.0123,0.3340,0.4211,0.0000
pg22883-8,0.0146,0.1665,0.2578,0.0929,0.0222,0.0240,0.0434,0.0619,0.0420,0.0002,0.0088,0.0088,0.0055,0.1230,-0.0006,0.0341,0.2692,0.2308,0.5000,0.7774,-0.0454,-0.2358,-0.0050,-0.0031,0.0142,0.0038,-0.0026,-0.0080,0.0006,-0.0050,-0.0072,0.0123,0.3302,0.2895,0.0000
pg22883-5,0.0163,0.2835,0.1976,0.0983,0.0262,0.0213,0.0421,0.0593,0.0454,0.0002,0.0084,0.0113,0.0076,0.1213,-0.0384,0.0388,0.3333,0.2500,0.4167,0.7563,-0.0454,-0.2358,-0.0050,-0.0031,0.0142,0.0038,-0.0026,-0.0080,0.0006,-0.0050,-0.0072,0.0123,0.3308,0.3684,0.0000
pg22883-6,0.0164,0.2825,0.1762,0.0912,0.0274,0.0204,0.0385,0.0609,0.0444,0.0003,0.0071,0.0070,0.0063,0.1138,-0.0091,0.0354,0.3077,0.3462,0.3462,0.7457,-0.0454,-0.2358,-0.0050,-0.0031,0.0142,0.0038,-0.0026,-0.0080,0.0006,-0.0050,-0.0072,0.0123,0.3256,0.2632,0.0000
pg31421-7,0.0155,0.5065,0.0000,0.0620,0.0228,0.0230,0.0364,0.0622,0.0363,0.0006,0.0028,0.0065,0.0024,0.1084,0.0501,0.0187,0.4545,0.2727,0.2727,0.6585,-0.1451,-0.2486,-0.0018,0.0010,-0.0060,-0.0094,-0.0094,0.0024,0.0129,-0.0065,0.0042,0.0124,0.2132,0.1579,0.0000
pg17048-6,0.0216,0.2502,0.2430,0.1004,0.0251,0.0230,0.0413,0.0454,0.0363,0.0014,0.0040,0.0230,0.0083,0.1151,-0.0025,0.0335,0.2400,0.3200,0.4400,0.7263,-0.0821,0.0852,-0.0096,-0.0094,-0.0007,0.0132,0.0075,-0.0038,0.0100,-0.0031,-0.0072,0.0030,0.3448,0.2368,0.0000
pg17048-7,0.0154,0.2494,0.3376,0.0966,0.0364,0.0238,0.0461,0.0494,0.0384,0.0011,0.0039,0.0148,0.0049,0.1152,0.0229,0.0193,0.2400,0.3200,0.4400,0.7191,-0.0821,0.0852,-0.0096,-0.0094,-0.0007,0.0132,0.0075,-0.0038,0.0100,-0.0031,-0.0072,0.0030,0.1986,0.1842,0.0000
pg27015-9,0.0039,0.1322,0.0100,0.0293,0.0108,0.0282,0.0485,0.0563,0.0282,0.0003,0.0014,0.0183,0.0014,0.1248,0.2028,0.0198,0.1053,0.2632,0.6316,0.4442,0.1863,-0.3951,-0.0115,-0.0011,0.0005,0.0138,0.0138,-0.0035,0.0005,0.0001,-0.0032,-0.0093,0.0000,0.0000,0.0000
pg27015-8,0.0038,0.1087,0.0031,0.0229,0.0093,0.0328,0.0490,0.0546,0.0245,0.0002,0.0022,0.0119,0.0011,0.1179,0.2681,0.0256,0.3684,0.3158,0.3158,0.3925,0.1863,-0.3951,-0.0115,-0.0011,0.0005,0.0138,0.0138,-0.0035,0.0005,0.0001,-0.0032,-0.0093,0.0000,0.0000,0.0000
pg27015-7,0.0038,0.1250,0.0031,0.0219,0.0101,0.0353,0.0414,0.0580,0.0275,0.0000,0.0016,0.0150,0.0010,0.1160,0.2183,0.0162,0.4500,0.4000,0.1500,0.4841,0.1863,-0.3951,-0.0115,-0.0011,0.0005,0.0138,0.0138,-0.0035,0.0005,0.0001,-0.0032,-0.0093,0.0000,0.0000,0.0000
pg41313-1,0.0114,0.1957,0.1920,0.0577,0.0220,0.0265,0.0330,0.0619,0.0258,0.0006,0.0070,0.0149,0.0040,0.1174,0.1793,0.0006,0.1364,0.3182,0.5455,0.6824,-0.1348,-0.2423,-0.0094,0.0040,-0.0050,-0.0023,0.0082,0.0125,-0.0046,-0.0049,0.0108,-0.0093,0.0000,0.0000,0.0000
pg27015-6,0.0028,0.0809,0.0405,0.0253,0.0093,0.0294,0.0509,0.0571,0.0242,0.0001,0.0016,0.0176,0.0014,0.1273,0.2681,0.0224,0.2000,0.4500,0.3500,0.4282,0.1863,-0.3951,-0.0115,-0.0011,0.0005,0.0138,0.0138,-0.0035,0.0005,0.0001,-0.0032,-0.0093,0.0000,0.0000,0.0000
pg41313-2,0.0147,0.1082,0.1496,0.0634,0.0235,0.0254,0.0354,0.0593,0.0255,0.0014,0.0066,0.0116,0.0083,0.1143,0.1113,0.0000,0.4545,0.2727,0.2727,0.7114,-0.1348,-0.2423,-0.0094,0.0040,-0.0050,-0.0023,0.0082,0.0125,-0.0046,-0.0049,0.0108,-0.0093,0.0000,0.0000,0.0000
pg27015-5,0.0031,0.1042,0.0208,0.0329,0.0103,0.0306,0.0485,0.0544,0.0284,0.0003,0.0006,0.0160,0.0015,0.1198,0.1899,0.0178,0.2500,0.3500,0.4000,0.4836,0.1863,-0.3951,-0.0115,-0.0011,0.0005,0.0138,0.0138,-0.0035,0.0005,0.0001,-0.0032,-0.0093,0.0000,0.0000,0.0000
pg41313-3,0.0140,0.1741,0.2031,0.0859,0.0313,0.0236,0.0329,0.0650,0.0304,0.0014,0.0071,0.0104,0.0053,0.1168,0.0693,0.0006,0.3636,0.3182,0.3182,0.7347,-0.1348,-0.2423,-0.0094,0.0040,-0.0050,-0.0023,0.0082,0.0125,-0.0046,-0.0049,0.0108,-0.0093,0.0000,0.0000,0.0000
pg41313-4,0.0119,0.1596,0.1888,0.0737,0.0259,0.0236,0.0378,0.0639,0.0303,0.0009,0.0056,0.0124,0.0055,0.1206,0.0948,0.0004,0.3636,0.1818,0.4545,0.6988,-0.1348,-0.2423,-0.0094,0.0040,-0.0050,-0.0023,0.0082,0.0125,-0.0046,-0.0049,0.0108,-0.0093,0.0000,0.0000,0.0000
pg41313-5,0.0139,0.1651,0.1679,0.0816,0.0280,0.0257,0.0396,0.0630,0.0315,0.0012,0.0048,0.0083,0.0071,0.1169,0.0545,0.0000,0.4091,0.1818,0.4091,0.7409,-0.1348,-0.2423,-0.0094,0.0040,-0.0050,-0.0023,0.0082,0.0125,-0.0046,-0.0049,0.0108,-0.0093,0.0000,0.0000,0.0000
pg31421-2,0.0148,0.4709,0.0117,0.0645,0.0213,0.0250,0.0352,0.0602,0.0325,0.0004,0.0039,0.0030,0.0018,0.1027,0.0911,0.0194,0.2727,0.1818,0.5455,0.6406,-0.1451,-0.2486,-0.0018,0.0010,-0.0060,-0.0094,-0.0094,0.0024,0.0129,-0.0065,0.0042,0.0124,0.2493,0.0526,0.0000
pg41313-6,0.0149,0.0794,0.2198,0.0836,0.0263,0.0213,0.0370,0.0632,0.0309,0.0017,0.0039,0.0089,0.0083,0.1147,0.0495,0.0003,0.4545,0.0909,0.4545,0.7350,-0.1348,-0.2423,-0.0094,0.0040,-0.0050,-0.0023,0.0082,0.0125,-0.0046,-0.0049,0.0108,-0.0093,0.0000,0.0000,0.0000
pg31421-1,0.0110,0.5682,0.0024,0.0644,0.0206,0.0254,0.0313,0.0594,0.0308,0.0005,0.0029,0.0025,0.0028,0.0966,0.1277,0.0125,0.3182,0.3636,0.3182,0.6141,-0.1451,-0.2486,-0.0018,0.0010,-0.0060,-0.0094,-0.0094,0.0024,0.0129,-0.0065,0.0042,0.0124,0.1637,0.0789,0.0000
pg31421-4,0.0154,0.5107,0.0000,0.0747,0.0185,0.0218,0.0346,0.0665,0.0324,0.0004,0.0025,0.0034,0.0017,0.1074,0.0923,0.0185,0.2381,0.1905,0.5714,0.6308,-0.1451,-0.2486,-0.0018,0.0010,-0.0060,-0.0094,-0.0094,0.0024,0.0129,-0.0065,0.0042,0.0124,0.2473,0.1842,0.0000
pg31421-3,0.0116,0.6445,0.0000,0.0723,0.0211,0.0237,0.0347,0.0617,0.0318,0.0000,0.0033,0.0019,0.0024,0.1016,0.1235,0.0114,0.4545,0.1818,0.3636,0.6150,-0.1451,-0.2486,-0.0018,0.0010,-0.0060,-0.0094,-0.0094,0.0024,0.0129,-0.0065,0.0042,0.0124,0.1599,0.1316,0.0000
pg31421-6,0.0142,0.4664,0.0000,0.0709,0.0198,0.0248,0.0317,0.0617,0.0369,0.0001,0.0018,0.0036,0.0015,0.0989,0.0535,0.0156,0.3182,0.2727,0.4091,0.6504,-0.1451,-0.2486,-0.0018,0.0010,-0.0060,-0.0094,-0.0094,0.0024,0.0129,-0.0065,0.0042,0.0124,0.1886,0.1316,0.0000
pg31421-5,0.0149,0.5911,0.0000,0.0723,0.0216,0.0242,0.0340,0.0655,0.0361,0.0004,0.0024,0.0027,0.0029,0.1050,0.0515,0.0185,0.5000,0.1364,0.3636,0.6479,-0.1451,-0.2486,-0.0018,0.0010,-0.0060,-0.0094,-0.0094,0.0024,0.0129,-0.0065,0.0042,0.0124,0.2198,0.1316,0.0000
pg29715-3,0.0150,0.2491,0.3006,0.0599,0.0256,0.0260,0.0330,0.0646,0.0354,0.0003,0.0079,0.0112,0.0035,0.1170,0.0566,0.0175,0.4483,0.2069,0.3448,0.6549,-0.0866,-0.0414,-0.0089,-0.0049,0.0113,0.0048,-0.0069,0.0127,-0.0032,-0.0079,0.0077,-0.0046,0.1750,0.2105,0.0000
pg29715-2,0.0190,0.1676,0.2314,0.0815,0.0235,0.0227,0.0326,0.0701,0.0415,0.0001,0.0052,0.0106,0.0060,0.1186,-0.0316,0.0366,0.4828,0.2069,0.3103,0.7693,-0.0866,-0.0414,-0.0089,-0.0049,0.0113,0.0048,-0.0069,0.0127,-0.0032,-0.0079,0.0077,-0.0046,0.3163,0.2368,0.0000
pg29715-1,0.0164,0.1457,0.2111,0.0799,0.0224,0.0198,0.0298,0.0674,0.0408,0.0001,0.0069,0.0161,0.0068,0.1203,-0.0134,0.0375,0.4828,0.1034,0.4138,0.7157,-0.0866,-0.0414,-0.0089,-0.0049,0.0113,0.0048,-0.0069,0.0127,-0.0032,-0.0079,0.0077,-0.0046,0.3354,0.1579,0.0000
pg16094-9,0.0267,0.2152,0.1476,0.0774,0.0290,0.0229,0.0356,0.0639,0.0422,0.0017,0.0044,0.0068,0.0148,0.1124,-0.0783,0.0417,0.4828,0.2069,0.3103,0.7365,-0.0270,-0.4479,0.0135,-0.0027,-0.0029,0.0128,-0.0109,-0.0060,0.0009,0.0045,-0.0007,-0.0086,0.3395,0.3947,0.0000
pg29715-7,0.0196,0.2599,0.1141,0.0836,0.0263,0.0245,0.0303,0.0644,0.0407,0.0000,0.0073,0.0106,0.0055,0.1125,-0.0078,0.0371,0.4138,0.2759,0.3103,0.7237,-0.0866,-0.0414,-0.0089,-0.0049,0.0113,0.0048,-0.0069,0.0127,-0.0032,-0.0079,0.0077,-0.0046,0.3579,0.2105,0.0000
pg16094-8,0.0321,0.2117,0.2781,0.0731,0.0247,0.0285,0.0355,0.0559,0.0511,0.0019,0.0038,0.0088,0.0088,0.1059,-0.0851,0.0339,0.4138,0.1724,0.4138,0.7466,-0.0270,-0.4479,0.0135,-0.0027,-0.0029,0.0128,-0.0109,-0.0060,0.0009,0.0045,-0.0007,-0.0086,0.2721,0.2632,0.0000
pg29715-6,0.0205,0.2795,0.0901,0.0803,0.0274,0.0217,0.0279,0.0585,0.0454,0.0004,0.0067,0.0083,0.0031,0.1018,-0.0296,0.0364,0.5172,0.1034,0.3793,0.7001,-0.0866,-0.0414,-0.0089,-0.0049,0.0113,0.0048,-0.0069,0.0127,-0.0032,-0.0079,0.0077,-0.0046,0.3142,0.1842,0.0000
pg16094-7,0.0250,0.1891,0.2335,0.0774,0.0305,0.0249,0.0383,0.0654,0.0412,0.0021,0.0061,0.0047,0.0136,0.1166,-0.0501,0.0323,0.4483,0.2759,0.2759,0.7270,-0.0270,-0.4479,0.0135,-0.0027,-0.0029,0.0128,-0.0109,-0.0060,0.0009,0.0045,-0.0007,-0.0086,0.2889,0.3158,0.0000
pg29715-5,0.0170,0.2649,0.1997,0.0931,0.0296,0.0253,0.0274,0.0616,0.0427,0.0001,0.0054,0.0130,0.0044,0.1075,-0.0224,0.0275,0.6552,0.0345,0.3103,0.7560,-0.0866,-0.0414,-0.0089,-0.0049,0.0113,0.0048,-0.0069,0.0127,-0.0032,-0.0079,0.0077,-0.0046,0.2222,0.2632,0.0000
pg16094-6,0.0230,0.2359,0.2401,0.0687,0.0271,0.0283,0.0384,0.0638,0.0432,0.0011,0.0043,0.0081,0.0104,0.1157,-0.0461,0.0256,0.4483,0.4138,0.1379,0.6975,-0.0270,-0.4479,0.0135,-0.0027,-0.0029,0.0128,-0.0109,-0.0060,0.0009,0.0045,-0.0007,-0.0086,0.2326,0.3158,0.0000
pg29715-4,0.0190,0.2490,0.1916,0.0732,0.0244,0.0245,0.0279,0.0557,0.0413,0.0000,0.0068,0.0132,0.0044,0.1036,-0.0251,0.0390,0.2414,0.2414,0.5172,0.7097,-0.0866,-0.0414,-0.0089,-0.0049,0.0113,0.0048,-0.0069,0.0127,-0.0032,-0.0079,0.0077,-0.0046,0.3367,0.2105,0.0000
